gardiner_code,gardiner_source,unicode_cp,unicode,unikemet_code,jsesh_code,category,description,function,core
NU7,kEH_JSesh,1323C,U+1323C,NU007,NU7,R-21-002,"An emblem with a human face with cow ears, with two upwards line which curl inwards (R129), on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (Bat (7th nome of Upper Egypt)),C
NU8,kEH_JSesh,1323D,U+1323D,NU008,NU8,S-09-045,"A wig, with a fillet, with a headdress consisting of two feathers, on top of a vertical pole, on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (8th nome of Upper Egypt),C
NU9,kEH_JSesh,1323E,U+1323E,NU009,NU9,R-18-007,"A feather (H6), on top of two bones of a fossil squid (belemnite) (R22), on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (9th nome of Upper Egypt),C
NU10,kEH_JSesh,1323F,U+1323F,NU010,NU10,I-09-015,"A cobra in repose (Naja haje) (I10), with a feather (H6) on its back, angling backwards; on top of a standard used for carrying religious symbols (R12), on top of a parcel of land with irrigation ditches (N24).","Logogram (Wadjet, 10th nome of Upper Egypt)",C
NU10A,kEH_JSesh,13240,U+13240,NU010A,NU10A,I-09-023,"A stem of papyrus with a bud (M13), in front of a half round loaf of bread (X1), written below a cobra in repose (Naja haje) (I10); on top of a standard used for carrying religious symbols (R12), on top of a parcel of land with irrigation ditches (N24).","Logogram (Wadjet, 10th nome of Upper Egypt)",C
NU11,kEH_JSesh,13241,U+13241,NU011,NU11,E-02-040,"The animal of Seth, lying down, tail up (E21), on top of a standard used for the carrying of religious symbols (R12) on top of a parcel of land with irrigation ditches (N24).",Logogram (11th nome of Upper Egypt),C
NU11A,kEH_JSesh,13242,U+13242,NU011A,NU11A,N-11-048,"A wick of twisted flax, consisting of 3 loops (V28), in front of the red crown (S3), in front of three ripples of water, vertically aligned above one another (N35A); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (11th nome of Upper Egypt (commonly under stẖ/stš/šꜣ),C
NU12,kEH_JSesh,13243,U+13243,NU012,NU12,N-13-027,"A sand covered mountain over the edge of the cultivated areas (N26), above a horned desert viper (Cerastes cerastes) (I9); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (12th nome of Upper Egypt),C
NU13,kEH_JSesh,13244,U+13244,NU013,NU13,N-11-040,"A horned desert viper (Cerastes cerastes) (I9), written over a tree (M1), in front of a schematic representation of three sealed water pots in a rack, without horizontal line at the bottom, with the downward lines descending to the bottom (W017A); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (13th nome of Upper Egypt),C
NU14,kEH_JSesh,13245,U+13245,NU014,NU14,N-11-041,"A horned desert viper (Cerastes cerastes) (I9), written over a tree (M1), in front of hindquarters of a seated lion or leopard (F22) above a half round loaf of bread (X1); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (14th nome of Upper Egypt),C
E34B,kEH_HG,13246,U+13246,NU015,E34B,E-16-010,"A desert hare, lying down (E34), on top of a standard used for the carrying of religious symbols (R12), on top of a parcel of land with irrigation ditches (N24).","Logogram (Hermopolis magna, 15th nome of Upper Egypt)",C
NU16,kEH_JSesh,13247,U+13247,NU016,NU16,E-03-009,"A basket with four pieces of grain or fruit (M39) in front of an oryx, standing (E28), on top of a standard used for the carrying of religious symbols (R12) on top of a parcel of land with irrigation ditches (N24).","Logogram (Oryx nome, 16th nome of Upper Egypt)",C
NU17,kEH_JSesh,13248,U+13248,NU017,NU17,E-07-030,"A jackal, lying down, tail downwards (E15), on top of a standard used for the carrying of religious symbols (R12) on top of a parcel of land with irrigation ditches (N24).",Logogram (Anubis nome (17th nome of Upper Egypt)),C
NU18,kEH_JSesh,13249,U+13249,NU018,NU18,G-13-028,"A falcon, standing, with extended wings at either side of the body, at 45 degree; on top of a standard used for carrying religious symbols (R12), on top of a parcel of land with irrigation ditches (N24).",Logogram (18th nome of Upper Egypt (known as nmty as well)),C
NU18A,kEH_JSesh,1324A,U+1324A,NU018A,NU18A,G-12-155,,,C
NU19,kEH_JSesh,1324B,U+1324B,NU019,NU19,S-23-015,"A human foot and lower leg (D58), written between two sceptres with a straight shaft, a forked base, topped with the head of the Seth animal (S40), on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).","Logogram (place of Igai, 19th nome of Upper Egypt)",C
NU20,kEH_JSesh,1324C,U+1324C,NU020,NU20,N-11-042,"A tree (M1), in front of a schematic representation of three sealed water pots in a rack, without horizontal line at the bottom, with the downward lines descending to the bottom (W017A); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (20th nome of Upper Egypt),C
NU21,kEH_JSesh,1324D,U+1324D,NU021,NU21,N-11-043,"A tree (M1), in front of hindquarters of a seated lion or leopard (F22) above a half round loaf of bread (X1); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (21th nome of Upper Egypt),C
NU22,kEH_JSesh,1324E,U+1324E,NU022,NU22,T-18-052,,Logogram (22th nome of Upper Egypt),C
,,1324F,U+1324F,NU022A,,T-18-054,,Logogram (22th nome of Upper Egypt),C
O1,kEH_HG,13250,U+13250,O001,O1,O-01-001,A house or enclosure.,"Logogram (house, domain)",C
,,13251,U+13251,O001A,,O-01-005,"A tie or strap, used with sandals (ankh sign) (S34), written with its loop inside a house or enclosure (O1).","Logogram (scriptorum, school (house of life))",L
O2,kEH_HG,13252,U+13252,O002,O2,O-01-047,"A mace with a pear-shaped head, written vertically (T3), intruding with the top inside a house or enclosure (O1).",Logogram (treasury),L
O3,kEH_HG,13253,U+13253,O003,O3,O-01-054,"An oar, written vertically (P8), intruding with the top inside a house or enclosure (O1), with a loaf of bread, without internal detail (X3) left of the oar, and a beer-jug (W22) right of the oar.",Logogram (invocation offering),C
O4,kEH_HG,13254,U+13254,O004,O4,O-02-001,A plan of a courtyard or reed shelter.,Phonemogram,C
O5,kEH_HG,13255,U+13255,O005,O5,O-02-008,A plan of a winding wall.,Phonemogram,C
O5u,kEH_HG,13256,U+13256,O005A,O5U,O-02-009,,,L
O6,kEH_HG,13257,U+13257,O006,O6,O-03-005,"A plan of a rectangular enclosure, with an internal rectangle in the lower corner away from the reading direction.","Logogram (temple, mansion, estate)",C
,,13258,U+13258,O006A,,O-03-017,,,C
,,13259,U+13259,O006B,,O-03-023,,,C
,,1325A,U+1325A,O006C,,O-03-025,,,C
O85A,kEH_HG,1325B,U+1325B,O006D,O85A,O-03-024,,,C
O85,kEH_HG,1325C,U+1325C,O006E,O85,O-03-022,,,C
,,1325D,U+1325D,O006F,,O-03-018,,,C
O7,kEH_HG,1325E,U+1325E,O007,O7,O-03-027,"A half round loaf of bread (X1), written inside a plan of a rectangular enclosure, with an internal rectangle in the lower corner away from the reading direction (O6).","Logogram (temple, mansion, estate)",L
O8,kEH_JSesh,1325F,U+1325F,O008,O8,O-03-044,"A wooden column, written horizontally (O29), written over a half round loaf of bread (X1), written inside a plan of a rectangular enclosure, with an internal rectangle in the lower corner away from the reading direction (O6).","Logogram (the great domain, temple)",L
O9,kEH_HG,13260,U+13260,O009,O9,O-03-175,"A wickerwork basket (V30), on top of a plan of a rectangular enclosure, with an internal rectangle in the lower corner away from the reading direction (O6), with a half round loaf of bread (X1), written inside the enclosure.",Logogram (Nephthys (divinity)),L
O10,kEH_HG,13261,U+13261,O010,O10,O-03-106,"A falcon (G5), written inside a plan of a rectangular enclosure, with an internal rectangle in the top corner away from the reading direction.",Logogram (Hathor (divinity)),L
,,13262,U+13262,O010A,,O-03-121,"A tie or strap, used with sandals (ankh sign) (S34), written inside a plan of a rectangular enclosure, with an internal rectangle in the lower corner away from the reading direction (O6).",Logogram (mansion of life),L
,,13263,U+13263,O010B,,O-03-105,,,L
US248O10CEXTU,kEH_JSesh,13264,U+13264,O010C,US248O10CEXTU,O-09-013,,,L
O11,kEH_HG,13265,U+13265,O011,O11,O-04-007,"A wall of the palace, with ornamental chevaux de frise on top of the wall, with internal decoration.",Logogram (palace),C
O12,kEH_HG,13266,U+13266,O012,O12,O-04-012,"A forearm, with the palm of the hand facing upwards (D36), written over a wall of the palace, with ornamental chevaux de frise on top of the wall, with internal decoration (O11).",Logogram (palace),L
O13,kEH_JSesh,13267,U+13267,O013,O13,O-05-001,"An enclosure wall with battlements on the front side and top, and on the vertical line of the opening.","Classifier enfolding, enclosing, walling in",C
O14,kEH_HG,13268,U+13268,O014,O14,O-19-007,"The corner of a wall, with battlements, with the opening in the bottom right corner.",Classifier gateway,C
O15,kEH_HG,13269,U+13269,O015,O15,O-05-038,"A wide cup (W10) above a half round loaf of bread (X1), written inside the enclosed part of an enclosure wall without battlements, with a block on each corner.",Logogram (court),C
,,1326A,U+1326A,O016,,O-08-014," A plan and façade of a hall, with a cornice with Uraei on top, with half orientated forwards and half orientated backwards.","Logogram (portal, portico)",C
O17,kEH_HG,1326B,U+1326B,O017,O17,O-08-023," A plan of a hall, with a cornice with uraei.",Phonemogram,C
O18,kEH_HG,1326C,U+1326C,O018,O18,O-09-011,"A shrine, seen from the side, with a downward sloping roof.","Classifier shrine, chapel",C
O19,kEH_JSesh,1326D,U+1326D,O019,O19,O-09-057,"An archaic shrine, seen from the side, with a downward sloping roof, with vertical poles in front of the shrine itself, connected to the shrine.",Classifier shrine,C
O19A,kEH_HG,1326E,U+1326E,O019A,O19A,O-09-062,"An archaic shrine, seen from the side, with a downward sloping roof, with upward curving lines coming from the roof, and short vertical lines in front of the shrine.","Logogram (shrine, row of shrines)",C
O20,kEH_HG,1326F,U+1326F,O020,O20,O-09-079,"A tall shrine with a round roof, with two vertical lines enclosing the top, on a base, with internal decoration consisting of two vertical lines","Classifier sanctuary, shrine",C
,,13270,U+13270,O020A,,O-09-078,,,L
O21,kEH_HG,13271,U+13271,O021,O21,O-07-009,"A façade of a shrine with a flat roof, with vertical sides, with a small doorway.","Logogram (pavilion, hall, booth)",C
O22,kEH_HG,13272,U+13272,O022,O22,O-10-034,An open booth supported by a pole.,Classifier booth,C
O23,kEH_HG,13273,U+13273,O023,O23,O-11-004,"A double pavilion, with flower-topped capitals on the columns, with curved roofs, with two carrying chairs (Q2) facing away from one another.","Logogram (jubilee, sed-festival)",C
O24,kEH_HG,13274,U+13274,O024,O24,O-12-002,A pyramid with an enclosure wall.,"Classifier pyramid, tomb",C
,,13275,U+13275,O024A,,O-12-003,An Old Kingdom solar temple with an enclosure wall.,Classifier solar temple,C
O25,kEH_HG,13276,U+13276,O025,O25,O-13-005,"An obelisk, with base.",Classifier obelisk,C
,,13277,U+13277,O025A,,O-13-001,"An obelisk of an Old Kingdom sun temple, with a circle (sun disk) on top of the obelisk.",Classifier solar temple,C
O26,kEH_HG,13278,U+13278,O026,O26,O-14-002,A stela on a base.,Classifier stela,C
O27,kEH_HG,13279,U+13279,O027,O27,O-15-003,A hall supported by two columns.,"Classifier hall, office",C
,,1327A,U+1327A,O028,,O-16-001,"A column with a tenon at the top, represented as a vertical line.",Phonemogram,C
O29,kEH_HG,1327B,U+1327B,O029,O29,O-16-024,"A wooden column, written horizontally.",Phonemogram,C
O29v,kEH_HG,1327C,U+1327C,O029A,O29v,O-16-022,"A wooden column, written vertically.",Phonemogram,L
O30,kEH_HG,1327D,U+1327D,O030,O30,O-16-026,A forked pole for supporting a roof.,"Logogram (pole, support)",C
,,1327E,U+1327E,O030A,,O-16-028,,,L
O31,kEH_HG,1327F,U+1327F,O031,O31,O-17-001,"A tenoned door, written horizontally.",Logogram (gate),C
O32,kEH_HG,13280,U+13280,O032,O32,O-08-003,A gateway.,Classifier doorway,C
O33,kEH_JSesh,13281,U+13281,O033,O33,O-06-051,"A façade of a palace or tomb, with the top resembling two floating horizontal lines.",Classifier palace façade,C
,,13282,U+13282,O033A,,O-06-054,,,C
O34,kEH_HG,13283,U+13283,O034,O34,O-18-006,A door bolt.,Phonemogram,C
O35,kEH_HG,13284,U+13284,O035,O35,O-18-015,"A door bolt (O034) placed above legs in a walking posture, with feet oriented toward the reading direction (D054).",Phonemogram,C
O36,kEH_HG,13285,U+13285,O036,O36,O-05-108,"A wall, written vertically, with battlements on the corners, and one in the middle of the long sides.",Logogram (wall),C
,,13286,U+13286,O036A,,O-05-115,,,C
,,13287,U+13287,O036B,,O-05-116,,,C
,,13288,U+13288,O036C,,O-05-106,,,C
,,13289,U+13289,O036D,,O-05-107,,,C
O37,kEH_HG,1328A,U+1328A,O037,O37,O-05-100,"A wall, with battlements on the corners, and one in the middle of the long sides, written at a forward angle.","Classifier overthrow, demolish",C
O38,kEH_HG,1328B,U+1328B,O038,O38,O-19-003,"The corner of a wall, with the opening in the bottom right corner.",Classifier passage,C
O39,kEH_HG,1328C,U+1328C,O039,O39,O-24-002,A rectangular stone slab or brick.,"Classifier stone, brick, pebble",C
O40,kEH_HG,1328D,U+1328D,O040,O40,O-20-003,A stairway.,Logogram stairway,C
O41,kEH_HG,1328E,U+1328E,O041,O41,O-20-001,A double stairway.,"Classifier ascending, being high",C
O42,kEH_HG,1328F,U+1328F,O042,O42,O-21-013,"A fence, consisting of a horizontal base with four lines with bulbs at the end, angled backwards, with a curved line connecting the front of the base and the first line with a bulb, with a horizontal line with a loop at the front through the bulbs.",Phonemogram,C
O43,kEH_HG,13290,U+13290,O043,O43,O-21-017,"A fence, consisting of a horizontal base, with five vertical lines with a bulb on top of it, with a horizontal line through the bulbs.",Phonemogram,C
O44,kEH_HG,13291,U+13291,O044,O44,O-24-013,"The emblem erected outside the temple of Min, resembling the horns of a bovid (F13) on top of a stem of papyrus with a bud (M13), with a coil of rope (V1) between the horns.","Logogram (office, rank, function)",C
O45,kEH_HG,13292,U+13292,O045,O45,O-24-023,"A domed building, in the form of a quarter of a circle, with a smaller quarter circle inside the corner away from the reading direction.","Logogram (harim, inner chamber)",C
O46,kEH_HG,13293,U+13293,O046,O46,O-24-029,"A domed building, with a rectangle in the corner away from the reading direction.","Logogram (harim, inner chamber)",C
O47,kEH_JSesh,13294,U+13294,O047,O47,O-24-031,"A plan of a prehistoric building at the town of Nekhen, written as an oval, without the angled lines touching the oval.",Logogram (Hierakonpolis),C
O48,kEH_HG,13295,U+13295,O048,O48,O-24-048,"A plan of a prehistoric building at the town of Nekhen, written as a circle / A circle with two vertical strokes, arranged horizontally, written within it.","Logogram (time, occasion)",C
O49,kEH_HG,13296,U+13296,O049,O49,O-24-060,A plan of a crossroads in a village.,"Logogram (city, village)",C
O50,kEH_JSesh,13297,U+13297,O050,O50,O-24-054,A circular threshing floor covered with grain.,Classifier treshing floor,C
Ff8,kEH_JSesh,13298,U+13298,O050A,Ff8,O-24-052,,,L
Ff8A,kEH_JSesh,13299,U+13299,O050B,Ff8A,O-24-051,"A circle, with two lines at 45 degree coming from the front of the circle.","Phono-repeater/classifier (time, occasion)",C
O51,kEH_HG,1329A,U+1329A,O051,O51,O-22-002,A heap of grain on a raised floor.,Logogram (granary),C
P1,kEH_HG,1329B,U+1329B,P001,P1,P-01-015,"A boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a carrying chair (Q2) inside the boat/ship, with an oar/rudder at the back.",Classifier movement,C
P1A,kEH_HG,1329C,U+1329C,P001A,P1A,P-01-017,"An upside-down boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a carrying chair (Q2) inside the boat/ship, with an oar/rudder at the back.","Classifier to upset, to overturn",C
P2,kEH_HG,1329D,U+1329D,P002,P2,P-02-018,,,C
,,1329E,U+1329E,P003,,P-01-061,"A boat/ship with a vertical prow and a stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with an oval with rounded corners in the boat/ship, with an oar/rudder at the back.",Classifier bark/boat,C
,,1329F,U+1329F,P003A,,P-01-066,,,C
P4,kEH_HG,132A0,U+132A0,P004,P4,P-04-005,"A fisherman's boat, on top of a rectangle representing water, with a net inside the boat, without internal detail.","Logogram (to loosen, to explain)",C
P5,kEH_HG,132A1,U+132A1,P005,P5,P-06-027,"A rectangular sail, on a mast of a ship with two prongs, connected by vertical lines (P6), written behind the sail.","Logogram (wind, breath, air)",C
P6,kEH_HG,132A2,U+132A2,P006,P6,P-07-004,"A mast of a ship with two prongs, connected by vertical lines.",Phonemogram,C
P7,kEH_HG,132A3,U+132A3,P007,P7,P-07-020,"A forearm, with the palm of the hand facing upwards (D36), written over a mast of a ship with two prongs, connected by vertical lines (P6).",Phonemogram,L
P8,kEH_HG,132A4,U+132A4,P008,P8,P-08-001,"An oar, written vertically.",Phonemogram,C
P9,kEH_HG,132A5,U+132A5,P009,P9,P-08-008,"A horned desert viper (Cerastes cerastes) (I9), written over an oar, written vertically (P8).",Phonemogram,L
P10,kEH_HG,132A6,U+132A6,P010,P10,P-09-001,An oar used for the steering of a ship (rudder).,Logogram (steering oar),C
P11,kEH_HG,132A7,U+132A7,P011,P11,P-10-003,A mooring post.,Classifier mooring post,C
Q1,kEH_HG,132A8,U+132A8,Q001,Q1,Q-01-003,A seat.,"Logogram (seat, throne, place)",C
Q2,kEH_HG,132A9,U+132A9,Q002,Q2,Q-01-015,A carrying chair.,Phonemogram,C
Q3,kEH_HG,132AA,U+132AA,Q003,Q3,Q-01-022,A stool made of reed matting.,Phonemogram,C
Q4,kEH_HG,132AB,U+132AB,Q004,Q4,Q-02-001,A headrest.,Classifier headrest,C
Q5,kEH_HG,132AC,U+132AC,Q005,Q5,Q-05-051,"A rectangular chest, with legs at the side.",Classifier box,C
Q6,kEH_HG,132AD,U+132AD,Q006,Q6,Q-05-034,"A rectangular coffin with a rounded lid, and upstanding sides, with legs at the side.",Classifier coffin,C
Q7,kEH_HG,132AE,U+132AE,Q007,Q7,Q-06-003," A brazier with a flame rising from it, flame angling towards the front.","Classifier fire, flame, heat",C
R1,kEH_HG,132AF,U+132AF,R001,R1,R-01-006,"A loaf of bread (X3), a flat-bottom jar with handles (W23) and a round loaf of bread (X6), arranged horizontally on an one-legged table.",Classifier altar,C
R2,kEH_HG,132B0,U+132B0,R002,R2,R-01-018,"A one-legged table with long upright loaves of bread, cut in halves.",Logogram (altar),C
R1G,kEH_HG,132B1,U+132B1,R002A,R1G,R-01-009,"Three circular items, arranged horizontally, on a one-legged table with a bowl-shaped surface.",Logogram (altar),C
R3,kEH_HG,132B2,U+132B2,R003,R3,R-02-009,"A round loaf of bread (X6), a tall water-jug (W14) and a loaf of bread (X3), arranged horizontally on a table with an inwards incline of the legs, with a horizontal beam connecting the legs (R3P).",Classifier festival,C
R3P,kEH_JSesh,132B3,U+132B3,R003A,R3P,R-02-008,"A table with an inwards incline of the legs, with a horizontal beam connecting the legs.",Classifier offering table/jar-stand,C
R3PA,kEH_JSesh,132B4,U+132B4,R003B,R3PA,R-02-012,,,C
R4,kEH_HG,132B5,U+132B5,R004,R4,R-04-001,A loaf of bread on a reed mat.,Logogram (offering),C
R5,kEH_HG,132B6,U+132B6,R005,R5,R-05-001,"A censer for fumigation, written horizontally, with a forward, downward line at the front.",Classifier fumigation/censing,C
R6,kEH_HG,132B7,U+132B7,R006,R6,R-05-003,"A censer for fumigation, written horizontally, with a trapezoidal  shape at the front, with a backward, downward line at the back.","Logogram (to fumigate, to cense)",C
R7,kEH_HG,132B8,U+132B8,R007,R7,R-06-002,A bowl for incense with smoke rising from the bowl.,Logogram (incense),C
R8,kEH_HG,132B9,U+132B9,R008,R8,R-07-001,"A cloth wound on a pole, an emblem of divinity.",Logogram (god),C
R9,kEH_HG,132BA,U+132BA,R009,R9,R-07-017,"A cloth wound on a pole, an emblem of divinity (R8), on top of a bag or a sack of linen, with a tie towards the front, and a (small) loop at the back (V33).",Classifier natron,C
R10,kEH_HG,132BB,U+132BB,R010,R10,R-07-053,"A cloth wound on a pole, an emblem of divinity (R8), written between a butcher's block and a sandy hill slope (N29).",Logogram (necropolis),C
,,132BC,U+132BC,R010A,,R-07-033,"A cloth wound on a pole, an emblem of divinity (R8), written over a butcher's block, with the pole at the bottom of the block.",Logogram (necropolis),C
R11,kEH_HG,132BD,U+132BD,R011,R11,R-08-001,A column imitating a bundle of stalks tied together.,Phonemogram,C
R12,kEH_HG,132BE,U+132BE,R012,R12,R-09-024,A standard used for carrying religious symbols.,Classifier standard,C
R13,kEH_HG,132BF,U+132BF,R013,R13,G-12-116,"A falcon (G5) on a standard with a rounded top, with a feather (H6), angled forwards, attached to the standard in front of the falcon.","Logogram (west, right side)",C
R14,kEH_HG,132C0,U+132C0,R014,R14,R-11-017,"A feather (H6), angled forwards on top of a standard with a round top, with an short vertical line beside the main pole.",Logogram (west),C
R15,kEH_JSesh,132C1,U+132C1,R015,R15,R-12-014,"A spear made into a standard, with a circle on either side of the spear tip, with a loop over the standard.",Phonemogram,C
R16,kEH_HG,132C2,U+132C2,R016,R16,R-14-022,"Two plumes (S9), mounted symmetrically on a papyrus stalk (M13), with a band of string or fabric (V12) written over the stem.","Classifier fray, battle",C
,,132C3,U+132C3,R016A,,R-15-005,A standard resembling a lotus flower with two plumes on top.,Logogram (Nefertem),C
R17,kEH_HG,132C4,U+132C4,R017,R17,R-14-024,"A wig with a fillet, with a headdress consisting of two plumes (S9), on top of a pole.",Logogram (8th nome of Upper Egypt),C
R18,kEH_HG,132C5,U+132C5,R018,R18,R-14-007,"A wig, with a fillet, with a headdress consisting of two feathers on top of the horns of a ram (S77), on top of a vertical pole, on top of a parcel of land with irrigation ditches (N24).",Logogram (8th nome of Upper Egypt),C
R19,kEH_HG,132C6,U+132C6,R019,R19,R-16-001,"A sceptre with a straight shaft, a forked base, topped with the head of the Seth animal (S40), with a fillet and a backwards angled feather (H6) on top of the staff.",Logogram (Thebes),C
R20,kEH_HG,132C7,U+132C7,R020,R20,R-17-003,"A flower with a long stem, enclosed by the horns of a bovid, upside-down.",Logogram (Seshat (divinity)),C
R21,kEH_HG,132C8,U+132C8,R021,R21,R-17-002,"A flower with a long stem, enclosed by the horns of a bovid, upside-down, with two plumes (S9) on top of the horns.",Logogram (Seshat (divinity)),C
R22,kEH_HG,132C9,U+132C9,R022,R22,R-18-005,Two bones of a fossil squid (belemnite).,Logogram (Letopolis),C
R23,kEH_HG,132CA,U+132CA,R023,R23,R-18-004,"Two bones of a fossil squid (belemnite), with an extra triangular shape at each side of the circle.",Logogram (Min (divinity)),C
R24,kEH_HG,132CB,U+132CB,R024,R24,R-19-003,"Two bows, strung together as a package.",Logogram (Neith (divinity)),C
R25,kEH_HG,132CC,U+132CC,R025,R25,R-19-008,"Two bows, strung together as a package, written vertically, with internal detail in the package.",Logogram (Neith (divinity)),C
,,132CD,U+132CD,R026,,F-24-027,"A windpipe and lungs (F36), with a wide cup on each side of the lungs, from which two flowers come, one vertical, the other crossing the windpipe, to angle downwards on top of the vertical flower on the other side, with a stem of papyrus with a flowering bud between the two flowers.",Phonemogram,C
,,132CE,U+132CE,R027,,R-12-029,,Logogram (Neith (divinity)),C
R129,kEH_HG,132CF,U+132CF,R028,R129,R-21-001,"An emblem with a human face with cow ears, with two upward lines which curl inwards.",Logogram (Bat (7th nome of Upper Egypt)),C
O196,kEH_HG,132D0,U+132D0,R029,O196,O-14-010,"A snake with a coiled tail, written vertically (I114), written inside a narrow shrine or stela on a base (O195A).","Logogram (shrine, row of shrines)",C
S1,kEH_HG,132D1,U+132D1,S001,S1,S-01-001,The white crown of Upper Egypt.,Phonemogram,C
S2,kEH_HG,132D2,U+132D2,S002,S2,S-01-017,"The white crown (S1), on top of a wickerwork basket (V30).",Classifier crown,C
,,132D3,U+132D3,S002A,,S-01-014,"The white crown (S1), on top of a plan of a crossroads in a village (O49).",Logogram (Upper Egypt),C
S3,kEH_HG,132D4,U+132D4,S003,S3,S-02-001,The red crown of Lower Egypt.,Phonemogram,C
S4,kEH_HG,132D5,U+132D5,S004,S4,S-02-003,"The red crown (S3), on top of a wickerwork basket (V30).",Classifier crown,C
S5,kEH_HG,132D6,U+132D6,S005,S5,S-03-001,"The union of the red crown of Lower Egypt and the white crown of Upper Egypt, with the white crown worn within the red crown. (i.e., the double crown).",Classifier double crown,C
S6,kEH_HG,132D7,U+132D7,S006,S6,S-03-008,"The union of the red crown of Lower Egypt and the white crown of Upper Egypt, with the white crown worn within the red crown. (i.e., the double crown, S5), on top of a wickerwork basket (V30).",Classifier double crown,C
,,132D8,U+132D8,S006A,,S-02-008,"The red crown (S3), on top of a plan of a crossroads in a village (O49).",Logogram (Lower Egypt),C
S7,kEH_HG,132D9,U+132D9,S007,S7,S-04-001,The blue crown.,Classifier crown,C
S8,kEH_HG,132DA,U+132DA,S008,S8,S-07-002,The Atef crown with ram horns and a sun disk.,Logogram (Atef crown),C
S9,kEH_HG,132DB,U+132DB,S009,S9,S-09-017,A headdress consisting of two plumes.,Logogram (double plumes/two feather crown),C
S10,kEH_HG,132DC,U+132DC,S010,S10,S-10-001,"A band of cloth, used as a fillet.","Logogram (strip of cloth, fillet)",C
S11,kEH_HG,132DD,U+132DD,S011,S11,S-11-012,A collar of beads with ornamental terminals.,"Logogram (necklace, collar)",C
S12,kEH_HG,132DE,U+132DE,S012,S12,S-11-034,A collar of beads.,Logogram (gold),C
S13,kEH_HG,132DF,U+132DF,S013,S13,S-11-039,"A collar of beads (S12), written over a human foot and lower leg (D58).",Phonemogram,L
S14,kEH_HG,132E0,U+132E0,S014,S14,T-01-052,"A collar of beads (S12), written over a mace with a pear-shaped head, written vertically (T3).",Logogram (silver),L
S14A,kEH_HG,132E1,U+132E1,S014A,S14A,S-11-043,"A collar of beads (S12), written over a sceptre with a straight shaft, a forked base, topped with the head of the Seth animal (S40).","Logogram (white gold, fine gold, electrum)",L
,,132E2,U+132E2,S014B,,S-11-044,,,C
S15,kEH_HG,132E3,U+132E3,S015,S15,S-11-047,A pectoral of three glass or faïence beads.,"Logogram (faience, glass)",C
S16,kEH_HG,132E4,U+132E4,S016,S16,S-11-063,A pectoral consisting of a circle with three strands of glass or faïence beads.,"Logogram (faience, glass)",C
S17,kEH_HG,132E5,U+132E5,S017,S17,S-11-064,"A pectoral consisting of a horizontal rectangle with a loop on top, with three vertical strands of glass or faience beads, resembling ripples.","Logogram (faience, glass)",C
S17A,kEH_JSesh,132E6,U+132E6,S017A,S17A,S-11-067,"A girdle worn by various gods, with four hanging pieces.",Phonemogram,C
S18,kEH_HG,132E7,U+132E7,S018,S18,S-11-074,A bead necklace with a counterweight.,Classifier necklace,C
S19,kEH_HG,132E8,U+132E8,S019,S19,S-12-001,"A seal, attached to a neck string, with the sting curving backwards and downwards, with a loop below the seal.",Logogram (sealbearer),C
S20,kEH_HG,132E9,U+132E9,S020,S20,S-12-006,"A seal, attached to a neck string.","Logogram (seal, lock, sealing)",C
S21,kEH_HG,132EA,U+132EA,S021,S21,S-12-011,A ring or bracelet.,"Logogram (necklace, collar)",C
S22,kEH_HG,132EB,U+132EB,S022,S22,S-13-001,"A shoulder knot, with loops a the top ends and ties at the bottom ends.",Phonemogram,C
S23,kEH_HG,132EC,U+132EC,S023,S23,S-26-014,Two pieces of cloth strung together / Two flagellums (S45) on top of/written through a cartouche in a round form (V9).,"Logogram (to unite, to assemble)",C
S24,kEH_HG,132ED,U+132ED,S024,S24,S-13-010,A girdle knot.,"Classifier to tie, to bind",C
S25,kEH_HG,132EE,U+132EE,S025,S25,S-13-014,A garment with downward curving ties at both sides.,"Classifier garment, mantle, kilt",C
S26,kEH_HG,132EF,U+132EF,S026,S26,S-14-001,A kilt or apron.,"Classifier kilt, royal apron",C
,,132F0,U+132F0,S026A,,S-15-062,An oval bale of cloth.,"Logogram (loincloth, garment)",C
,,132F1,U+132F1,S026B,,S-15-065,,,L
